bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
1272	M25-29	Montreal QC	CAN	Military Service - Foreig	3.8 km	2:16:56	2:16:56	3:36/100m	133	1765	2417	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	14:40	--:--
1273	M25-29	New York NY	USA	Management	3.8 km	1:23:44	1:23:44	2:12/100m	85	997	1261	180 km	5:49:59	7:23:08	30.86 km/h	65	585	660	42.195 km	3:47:16	11:14:10	5:23/km	38	292	325	9:25	3:46
1274	M25-29	Mirabel QC	CAN	Police	3.8 km	1:16:32	1:16:32	2:00/100m	61	596	732	180 km	5:45:16	7:09:51	31.28 km/h	49	418	464	42.195 km	4:08:29	11:21:56	5:53/km	39	329	375	8:03	3:36
1275	M25-29	Denver CO	USA	Engineer	3.8 km	1:07:44	1:07:44	1:46/100m	25	194	249	180 km	5:38:30	6:52:07	31.91 km/h	28	239	263	42.195 km	4:13:47	11:08:40	6:00/km	35	264	294	5:53	2:46
1276	M25-29	Rye NY	USA	Other	3.8 km	59:51	59:51	1:34/100m	7	34	40	180 km	5:54:44	7:00:27	30.45 km/h	36	316	347	42.195 km	5:38:19	12:45:38	8:01/km	83	863	1004	5:52	6:52
																											
1278	M25-29	Deerfield Beach FL	USA	Engineer	3.8 km	1:17:22	1:17:22	2:02/100m	64	639	789	180 km	6:07:27	7:35:59	29.39 km/h	72	740	834	42.195 km	4:29:02	12:10:55	6:22/km	71	653	750	11:10	5:54
1279	M25-29	Burbank CA	USA	Other	3.8 km	1:09:04	1:09:04	1:49/100m	28	246	307	180 km	5:09:11	6:24:03	34.93 km/h	10	64	69	42.195 km	--:--	--:--	--/km	--	--	--	5:48	2:35
1280	M25-29	Astoria NY	USA	Consultant	3.8 km	1:59:08	1:59:08	3:08/100m	130	1730	2347	180 km	6:58:08	9:06:10	25.83 km/h	117	1502	1921	42.195 km	5:32:37	14:47:31	7:52/km	120	1425	1841	8:54	8:44
1281	M25-29	Floral Park NY	USA	Physician	3.8 km	1:25:03	1:25:03	2:14/100m	93	1070	1352	180 km	6:05:15	7:39:16	29.57 km/h	74	771	870	42.195 km	4:49:35	12:35:34	6:51/km	81	799	931	8:58	6:43
1282	M25-29	Edmonton AB	CAN	Financial Analyst	3.8 km	1:31:33	1:31:33	2:24/100m	114	1328	1743	180 km	6:49:52	8:29:46	26.35 km/h	108	1274	1538	42.195 km	5:03:13	13:39:08	7:11/km	105	1186	1438	8:21	6:09
1283	M25-29	Montreal QC	CAN	Student	3.8 km	1:21:07	1:21:07	2:08/100m	77	866	1095	180 km	6:05:46	7:35:21	29.53 km/h	71	731	824	42.195 km	5:24:54	13:05:27	7:41/km	88	977	1163	8:28	5:12
1284	M25-29	Beverly MA	USA	Management	3.8 km	1:16:50	1:16:50	2:01/100m	62	617	757	180 km	5:54:29	7:21:24	30.47 km/h	62	563	637	42.195 km	4:40:49	12:10:08	6:39/km	69	648	744	10:05	7:55
1285	M25-29	London ON	CAN	Scientist	3.8 km	1:18:30	1:18:30	2:03/100m	71	713	884	180 km	6:35:55	8:03:13	27.28 km/h	90	1050	1210	42.195 km	3:47:17	11:57:17	5:23/km	62	558	640	8:48	6:47
1286	M25-29	St Boniface QC	CAN	Business Owner	3.8 km	1:25:02	1:25:02	2:14/100m	92	1068	1349	180 km	5:21:24	6:52:53	33.60 km/h	29	250	276	42.195 km	3:36:05	10:31:59	5:07/km	18	131	146	6:27	3:01
1287	M25-29	Laval QC	CAN	Other	3.8 km	2:44:26	2:44:26	4:19/100m	134	1778	2440	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
1288	M25-29	Boston MA	USA	Salesperson	3.8 km	1:24:52	1:24:52	2:14/100m	91	1056	1334	180 km	6:39:03	8:12:51	27.06 km/h	100	1139	1340	42.195 km	5:17:05	13:36:44	7:30/km	103	1173	1419	8:56	6:48
1289	M25-29	Quebec QC	CAN	Research Analyst	3.8 km	57:14	57:14	1:30/100m	3	15	16	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	4:45	--:--
1290	M25-29	Phoenix MD	USA	Financial Analyst	3.8 km	1:19:46	1:19:46	2:05/100m	76	798	997	180 km	5:32:00	6:57:33	32.53 km/h	33	285	314	42.195 km	4:22:42	11:22:47	6:13/km	40	331	378	5:47	2:32
1291	M25-29	St-Prosper De Dorchester QC	CAN	Teacher	3.8 km	1:01:27	1:01:27	1:37/100m	10	57	69	180 km	5:23:04	6:29:44	33.43 km/h	13	91	99	42.195 km	3:27:22	10:01:02	4:54/km	9	61	65	5:13	3:56
1292	M25-29	Lavaltrie QC	CAN	Mechanic	3.8 km	1:28:59	1:28:59	2:20/100m	106	1224	1601	180 km	7:01:04	8:41:45	25.65 km/h	113	1369	1683	42.195 km	5:36:28	14:26:50	7:58/km	113	1359	1724	11:42	8:37
1293	M25-29	St-Hyacinthe QC	CAN	Business Owner	3.8 km	1:13:13	1:13:13	1:55/100m	46	428	531	180 km	5:44:29	7:03:26	31.35 km/h	37	343	381	42.195 km	3:44:24	10:49:41	5:19/km	28	196	215	5:44	1:51
1294	M25-29	Waterdown ON	CAN	Financial Analyst	3.8 km	1:14:22	1:14:22	1:57/100m	52	469	580	180 km	5:34:34	6:54:40	32.28 km/h	30	264	293	42.195 km	3:46:40	10:43:59	5:22/km	25	177	194	5:44	2:39
1295	M25-29	Toronto ON	CAN	Data Processing	3.8 km	1:13:57	1:13:57	1:56/100m	51	453	563	180 km	5:28:03	6:48:22	32.92 km/h	23	200	219	42.195 km	3:53:01	10:45:17	5:31/km	27	181	198	6:22	3:54
1296	M25-29	Shawinigan QC	CAN	Accountant	3.8 km	1:03:42	1:03:42	1:40/100m	14	94	121	180 km	5:03:10	6:13:26	35.62 km/h	3	36	39	42.195 km	3:18:24	9:33:52	4:42/km	3	20	22	6:34	2:02
1297	M25-29	Washington DC	USA	Engineer	3.8 km	1:37:19	1:37:19	2:33/100m	120	1486	1966	180 km	7:22:02	9:11:39	24.43 km/h	120	1527	1963	42.195 km	5:21:00	14:45:39	7:36/km	119	1421	1831	12:18	13:00
																											
1299	M25-29	Kingston NY	USA	Other	3.8 km	1:24:10	1:24:10	2:12/100m	89	1017	1285	180 km	5:50:26	7:21:50	30.82 km/h	63	571	645	42.195 km	5:31:44	13:06:22	7:51/km	89	984	1171	7:14	12:48
1300	M25-29	Grimsby ON	CAN	Computer Analyst	3.8 km	2:10:19	2:10:19	3:25/100m	132	1757	2408	180 km	7:07:26	9:29:07	25.27 km/h	127	1608	2099	42.195 km	6:49:20	16:29:53	9:42/km	127	1642	2220	11:22	11:26
1301	M25-29	Kentville NS	USA	U.S. Navy	3.8 km	1:14:55	1:14:55	1:58/100m	53	490	611	180 km	6:52:45	8:17:09	26.17 km/h	104	1173	1386	42.195 km	5:09:38	13:31:45	7:20/km	99	1140	1376	9:29	4:58
																											
1303	M25-29	Toronto ON	CAN	Other	3.8 km	1:42:46	1:42:46	2:42/100m	125	1602	2134	180 km	7:18:07	9:15:05	24.65 km/h	122	1545	1994	42.195 km	5:16:13	14:41:49	7:29/km	118	1407	1809	14:12	10:31
1304	M25-29	Westwood NJ	USA		3.8 km	1:03:52	1:03:52	1:40/100m	15	98	127	180 km	5:08:46	6:17:12	34.98 km/h	5	45	48	42.195 km	3:54:47	10:14:04	5:33/km	14	89	98	4:34	2:05
1305	M25-29	Laval QC	CAN	Administrator	3.8 km	1:13:25	1:13:25	1:55/100m	49	438	543	180 km	5:48:02	7:06:28	31.03 km/h	40	365	405	42.195 km	4:26:19	11:37:35	6:18/km	48	421	481	5:01	4:48
1306	M25-29	Boston MA	USA	Salesperson	3.8 km	1:16:25	1:16:25	2:00/100m	60	590	725	180 km	5:52:55	7:16:07	30.60 km/h	55	491	547	42.195 km	4:16:52	11:37:14	6:05/km	47	417	476	6:47	4:15
1307	M25-29	Ann Arbor MI	CHE	Engineer	3.8 km	1:27:36	1:27:36	2:18/100m	101	1172	1518	180 km	6:16:04	7:53:24	28.72 km/h	82	936	1071	42.195 km	4:29:40	12:29:22	6:23/km	78	765	881	9:44	6:18
1308	M25-29	Calgary AB	CAN	Research Analyst	3.8 km	1:50:04	1:50:04	2:53/100m	127	1684	2266	180 km	7:24:25	9:24:25	24.30 km/h	124	1585	2060	42.195 km	4:47:32	14:24:13	6:48/km	112	1354	1713	9:56	12:16
1309	M25-29	Parkton MD	USA	Business Owner	3.8 km	1:23:29	1:23:29	2:11/100m	84	990	1253	180 km	6:05:44	7:38:00	29.53 km/h	73	760	856	42.195 km	4:07:16	11:50:31	5:51/km	57	510	586	8:47	5:15
1310	M25-29	Laval QC	CAN	Accountant	3.8 km	1:22:23	1:22:23	2:10/100m	81	934	1174	180 km	5:50:31	7:18:43	30.81 km/h	57	523	590	42.195 km	4:26:44	11:49:05	6:19/km	55	502	577	5:49	3:38
1311	M25-29	Montreal QC	CAN	Research Analyst	3.8 km	1:19:06	1:19:06	2:04/100m	73	750	933	180 km	5:12:04	6:37:16	34.61 km/h	16	131	140	42.195 km	3:49:37	10:33:10	5:26/km	21	140	155	6:06	6:17
1312	M25-29	Hingham MA	USA	Engineer	3.8 km	1:05:20	1:05:20	1:43/100m	22	137	173	180 km	6:01:34	7:14:26	29.87 km/h	53	467	520	42.195 km	5:10:19	12:33:22	7:21/km	80	786	910	7:32	8:37
1313	M25-29	Ottawa ON	CAN	Salesperson	3.8 km	1:36:59	1:36:59	2:33/100m	118	1472	1949	180 km	6:11:54	7:59:10	29.04 km/h	86	1007	1160	42.195 km	5:04:59	13:13:21	7:13/km	91	1028	1228	10:17	9:12
1314	M25-29	Chambersburg PA	USA	Engineer	3.8 km	1:03:37	1:03:37	1:40/100m	12	89	116	180 km	6:04:27	7:14:15	29.63 km/h	52	463	516	42.195 km	4:29:05	11:46:27	6:22/km	54	476	547	6:11	3:07
1315	M25-29	East Hartland CT	USA	Other	3.8 km	1:10:34	1:10:34	1:51/100m	31	301	375	180 km	5:37:35	6:54:48	31.99 km/h	31	265	294	42.195 km	4:27:41	11:26:13	6:20/km	41	353	402	6:39	3:44
1316	M25-29	Waterdown ON	CAN	Business Executive	3.8 km	1:18:30	1:18:30	2:03/100m	70	712	883	180 km	6:11:41	7:39:58	29.06 km/h	76	777	878	42.195 km	4:22:40	12:09:40	6:13/km	66	642	738	9:47	7:02
1317	M25-29	Cowansville QC	CAN	Mechanic	3.8 km	1:12:12	1:12:12	1:53/100m	42	393	481	180 km	5:00:49	6:19:29	35.90 km/h	6	52	56	42.195 km	3:29:52	9:52:08	4:58/km	5	41	44	6:28	2:47
1318	M25-29	Ponce PR	PRI	Engineer	3.8 km	1:25:17	1:25:17	2:14/100m	94	1082	1366	180 km	6:32:10	8:04:29	27.54 km/h	92	1066	1232	42.195 km	5:54:51	14:04:19	8:24/km	108	1280	1594	7:02	4:59
1319	M25-29	Rochester MI	USA	Student	3.8 km	1:19:13	1:19:13	2:05/100m	74	758	944	180 km	5:40:37	7:06:23	31.71 km/h	39	363	403	42.195 km	4:32:27	11:42:46	6:27/km	50	446	512	6:33	3:56
1320	M25-29	Quincy MA	USA	Insurance	3.8 km	2:00:04	2:00:04	3:09/100m	131	1735	2360	180 km	7:02:22	9:11:16	25.57 km/h	119	1525	1961	42.195 km	6:07:42	15:27:30	8:42/km	124	1529	2023	8:50	8:32
1321	M25-29	Ottawa ON	CAN	Computer Programmer	3.8 km	1:12:25	1:12:25	1:54/100m	44	404	495	180 km	5:51:17	7:10:48	30.74 km/h	50	425	471	42.195 km	4:35:24	11:52:55	6:31/km	58	525	603	7:06	6:43
1322	M25-29	Townsend DE	USA	Management	3.8 km	1:04:04	1:04:04	1:41/100m	17	106	137	180 km	6:18:17	7:28:06	28.55 km/h	67	639	721	42.195 km	4:24:27	11:57:05	6:16/km	61	555	637	5:45	4:32
1323	M25-29	Lebanon NH	USA	Retired	3.8 km	54:51	54:51	1:26/100m	2	9	9	180 km	5:37:10	6:37:45	32.03 km/h	17	134	143	42.195 km	3:50:51	10:32:11	5:28/km	19	132	147	5:44	3:35
1324	M25-29	Levis QC	CAN	Scientist	3.8 km	1:17:31	1:17:31	2:02/100m	66	645	801	180 km	7:01:37	8:28:02	25.62 km/h	107	1259	1518	42.195 km	5:59:49	14:35:26	8:31/km	115	1388	1773	8:54	7:35
1325	M25-29	Chicoutimi QC	CAN	Engineer	3.8 km	1:00:27	1:00:27	1:35/100m	8	42	48	180 km	5:16:17	6:21:39	34.15 km/h	9	58	62	42.195 km	3:48:26	10:12:25	5:24/km	13	83	92	4:55	2:20
1326	M25-29	Morrill ME	USA	Salesperson	3.8 km	1:04:00	1:04:00	1:41/100m	16	102	132	180 km	5:39:09	6:48:47	31.84 km/h	24	206	225	42.195 km	4:08:41	11:00:16	5:53/km	31	232	257	5:38	2:48
1327	M25-29	Quaker Hill CT	USA	Engineer	3.8 km	1:27:43	1:27:43	2:18/100m	102	1176	1524	180 km	5:50:18	7:24:17	30.83 km/h	66	601	677	42.195 km	4:02:24	11:30:09	5:44/km	44	385	436	6:16	3:28
																											
1329	M25-29	Riverside IL	USA	Attorney	3.8 km	1:25:55	1:25:55	2:15/100m	98	1104	1404	180 km	6:18:10	7:53:16	28.56 km/h	81	933	1068	42.195 km	4:12:12	12:12:50	5:58/km	72	666	763	9:11	7:22
1330	M25-29	Houston TX	USA	Management	3.8 km	1:23:47	1:23:47	2:12/100m	86	1001	1265	180 km	6:27:58	7:59:42	27.84 km/h	87	1012	1166	42.195 km	3:59:37	12:05:18	5:40/km	63	608	699	7:57	5:59
1331	M25-29	Brigham QC	CAN	Fire Fighter	3.8 km	1:31:51	1:31:51	2:25/100m	115	1333	1752	180 km	6:31:28	8:13:41	27.59 km/h	101	1142	1345	42.195 km	5:48:15	14:15:29	8:15/km	109	1324	1661	10:22	13:33
1332	M25-29	Tempe AZ	USA	Fitness Consultant	3.8 km	1:11:00	1:11:00	1:52/100m	33	328	406	180 km	7:39:04	10:00:50	23.53 km/h	129	1698	2276	42.195 km	--:--	--:--	--/km	--	--	--	1:10:46	9:16
1333	M25-29	Trois-Rivieres QC	CAN	Investment Management	3.8 km	1:31:01	1:31:01	2:23/100m	111	1306	1707	180 km	6:38:36	8:16:50	27.09 km/h	103	1168	1380	42.195 km	5:09:17	13:30:44	7:19/km	97	1134	1368	7:13	4:37
1334	M25-29	Windsor ON	CAN	Engineer	3.8 km	1:50:59	1:50:59	2:55/100m	128	1692	2277	180 km	6:53:20	8:54:19	26.13 km/h	116	1448	1819	42.195 km	6:08:55	15:08:38	8:44/km	123	1493	1962	10:00	5:24
1335	M25-29	Boston MA	USA	Salesperson	3.8 km	1:21:41	1:21:41	2:08/100m	79	906	1137	180 km	6:27:25	7:56:19	27.88 km/h	85	979	1124	42.195 km	5:23:49	13:25:50	7:40/km	95	1107	1326	7:13	5:42
1336	M25-29	Montreal QC	CAN	Engineer	3.8 km	1:13:24	1:13:24	1:55/100m	47	436	541	180 km	5:36:13	6:55:23	32.12 km/h	32	273	302	42.195 km	3:24:39	10:23:35	4:51/km	16	106	115	5:46	3:33
1337	M25-29	Quebec QC	CAN	Accountant	3.8 km	1:15:04	1:15:04	1:58/100m	54	500	622	180 km	5:57:45	7:20:14	30.19 km/h	59	545	614	42.195 km	4:07:06	11:32:09	5:51/km	45	393	449	7:25	4:49
1338	M25-29	Plymouth MI	BEL	Other	3.8 km	1:21:18	1:21:18	2:08/100m	78	881	1112	180 km	5:58:46	7:29:34	30.10 km/h	68	660	742	42.195 km	4:09:26	11:43:04	5:54/km	52	451	517	9:30	4:04
1339	M25-29	Calgary AB	CAN	Banker	3.8 km	1:31:14	1:31:14	2:24/100m	112	1313	1719	180 km	6:18:55	8:01:06	28.50 km/h	88	1031	1186	42.195 km	3:57:57	12:05:53	5:38/km	64	609	701	10:57	6:50
1340	M25-29	Montreal QC	CAN	Event Organizer	3.8 km	1:17:13	1:17:13	2:01/100m	63	628	775	180 km	6:10:09	7:33:41	29.18 km/h	69	715	805	42.195 km	4:42:06	12:20:52	6:41/km	73	716	821	6:19	5:05
1341	M25-29	Stonington CT	USA	Culinary Arts	3.8 km	1:30:49	1:30:49	2:23/100m	110	1299	1698	180 km	6:41:51	8:20:49	26.88 km/h	106	1204	1431	42.195 km	5:04:19	13:31:02	7:12/km	98	1136	1371	8:09	5:54
1342	M25-29	Sewell NJ	USA	Nurse	3.8 km	1:03:39	1:03:39	1:40/100m	13	92	119	180 km	5:31:21	6:40:37	32.59 km/h	20	150	161	42.195 km	4:00:22	10:43:56	5:41/km	24	176	193	5:37	2:57
																											
																											
1345	M25-29	San Francisco CA	CAN	Other	3.8 km	57:51	57:51	1:31/100m	5	19	20	180 km	5:25:19	6:28:11	33.20 km/h	12	86	94	42.195 km	3:39:18	10:10:05	5:11/km	12	79	86	5:01	2:36
1346	M25-29	Deep River ON	CAN	Engineer	3.8 km	1:25:21	1:25:21	2:14/100m	95	1087	1372	180 km	6:30:52	8:03:15	27.63 km/h	91	1051	1211	42.195 km	5:23:46	13:31:48	7:40/km	100	1141	1377	7:02	4:47
1347	M25-29	Burlington ON	CAN	Engineer	3.8 km	1:23:25	1:23:25	2:11/100m	83	986	1245	180 km	6:36:50	8:08:14	27.22 km/h	97	1102	1284	42.195 km	5:23:48	13:37:24	7:40/km	104	1175	1422	7:59	5:22
1348	M25-29	Somerville MA	USA	Teacher	3.8 km	1:12:01	1:12:01	1:53/100m	40	381	469	180 km	5:49:36	7:09:41	30.89 km/h	48	413	459	42.195 km	5:12:58	12:28:08	7:25/km	76	753	868	8:04	5:29
1349	M30-34	Annandale VA	USA	Computer Analyst	3.8 km	1:37:20	1:37:20	2:33/100m	199	1487	1967	180 km	6:07:09	7:51:46	29.42 km/h	133	912	1045	42.195 km	4:49:51	12:45:17	6:52/km	131	862	1003	7:17	3:40
1350	M30-34	Drums PA	USA	Management	3.8 km	1:00:22	1:00:22	1:35/100m	5	41	47	180 km	5:01:21	6:06:15	35.84 km/h	5	23	26	42.195 km	--:--	--:--	--/km	--	--	--	4:32	2:13
1351	M30-34	Chatsworth CA	USA	Other	3.8 km	1:32:47	1:32:47	2:26/100m	186	1364	1790	180 km	6:58:57	8:44:04	25.78 km/h	184	1382	1710	42.195 km	--:--	--:--	--/km	--	--	--	12:20	5:03
1352	M30-34	Washington DC	USA	Scientist	3.8 km	1:29:15	1:29:15	2:20/100m	174	1238	1618	180 km	5:40:59	7:18:48	31.67 km/h	71	525	592	42.195 km	5:45:10	13:08:07	8:10/km	141	996	1187	8:34	4:09
1353	M30-34	Toronto ON	CAN	Other	3.8 km	1:29:33	1:29:33	2:21/100m	176	1251	1634	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	12:16	--:--
1354	M30-34	Alexandria VA	PRI	Engineer	3.8 km	1:09:30	1:09:30	1:49/100m	39	259	324	180 km	6:26:56	7:44:37	27.91 km/h	118	820	931	42.195 km	4:37:49	12:28:32	6:35/km	114	757	872	8:11	6:06
1355	M30-34	Austin TX	USA	Management	3.8 km	1:18:47	1:18:47	2:04/100m	108	729	905	180 km	5:43:49	7:12:15	31.41 km/h	63	437	485	42.195 km	4:40:51	11:57:09	6:39/km	85	556	638	9:39	4:03
1356	M30-34	Toronto ON	CAN	Insurance	3.8 km	1:17:06	1:17:06	2:01/100m	88	624	769	180 km	6:47:05	8:14:11	26.53 km/h	157	1148	1351	42.195 km	4:49:43	13:09:43	6:51/km	144	1007	1199	10:00	5:49
1357	M30-34	Spring Lake NJ	USA	Sales Manager	3.8 km	1:42:11	1:42:11	2:41/100m	209	1586	2114	180 km	7:48:44	9:38:03	23.04 km/h	209	1640	2169	42.195 km	5:46:18	15:29:55	8:12/km	198	1535	2036	7:08	5:34
1358	M30-34	Quebec QC	CAN	Military Service - Foreig	3.8 km	1:19:34	1:19:34	2:05/100m	115	785	979	180 km	6:06:02	7:34:00	29.51 km/h	102	721	812	42.195 km	4:36:17	12:18:24	6:32/km	104	695	798	8:24	8:07
1359	M30-34	Blainville QC	CAN	Engineer	3.8 km	1:11:31	1:11:31	1:52/100m	51	348	432	180 km	5:58:10	7:18:00	30.15 km/h	69	508	573	42.195 km	4:42:17	12:07:58	6:41/km	100	630	724	8:19	7:41
1360	M30-34	Sherbrooke QC	CAN	Accountant	3.8 km	1:29:41	1:29:41	2:21/100m	177	1254	1637	180 km	6:04:10	7:47:24	29.66 km/h	124	853	975	42.195 km	4:42:14	12:41:28	6:41/km	127	839	975	13:33	11:50
1361	M30-34	St-Jean-Sur-Richelieu QC	CAN	Sales Manager	3.8 km	1:30:22	1:30:22	2:22/100m	179	1278	1672	180 km	7:10:35	8:49:15	25.08 km/h	189	1417	1766	42.195 km	5:55:12	14:50:44	8:25/km	190	1437	1863	8:18	6:17
1362	M30-34	Lille	FRA	Public Relations	3.8 km	1:26:30	1:26:30	2:16/100m	159	1126	1438	180 km	5:57:02	7:33:14	30.25 km/h	100	710	800	42.195 km	3:56:00	11:34:15	5:35/km	65	404	461	9:42	5:01
1363	M30-34	Brighton MA	USA	Photographer	3.8 km	1:16:40	1:16:40	2:01/100m	83	607	747	180 km	6:18:29	7:44:50	28.53 km/h	120	824	937	42.195 km	4:20:27	12:10:57	6:10/km	102	654	751	9:41	5:40
1364	M30-34	Brighton MA	USA	Insurance	3.8 km	1:20:30	1:20:30	2:07/100m	122	837	1054	180 km	6:15:43	7:44:47	28.75 km/h	119	822	935	42.195 km	4:50:40	12:41:11	6:53/km	126	837	973	8:34	5:44
1365	M30-34	Deerfield Beach FL	USA	Management	3.8 km	1:14:47	1:14:47	1:58/100m	66	483	599	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
1366	M30-34	Sainte-Marthe Sur Le Lac QC	CAN	Management	3.8 km	1:15:08	1:15:08	1:58/100m	70	506	629	180 km	6:17:21	7:43:32	28.62 km/h	113	805	911	42.195 km	4:39:29	12:29:47	6:37/km	116	769	885	11:03	6:46
1367	M30-34	New York NY	USA	Banker	3.8 km	1:48:37	1:48:37	2:51/100m	215	1671	2246	180 km	7:47:47	9:48:09	23.09 km/h	211	1678	2230	42.195 km	5:16:25	15:09:18	7:29/km	193	1496	1965	11:45	4:44
1368	M30-34	Quebec QC	CAN	Counselor	3.8 km	1:22:00	1:22:00	2:09/100m	136	920	1154	180 km	5:24:41	6:53:27	33.26 km/h	43	254	281	42.195 km	3:55:34	10:53:12	5:34/km	39	210	229	6:46	4:11
1369	M30-34	Washington DC	USA	Other	3.8 km	1:19:18	1:19:18	2:05/100m	112	763	954	180 km	6:29:07	7:56:14	27.76 km/h	141	978	1123	42.195 km	4:25:49	12:25:28	6:17/km	112	737	847	7:49	3:25
1370	M30-34	Kitchener ON	CAN	Computer Analyst	3.8 km	1:38:40	1:38:40	2:35/100m	200	1510	1998	180 km	7:19:01	9:09:37	24.60 km/h	197	1516	1943	42.195 km	4:58:41	14:18:55	7:04/km	180	1336	1683	11:56	10:37
1371	M30-34	South Portland ME	USA	Marketing	3.8 km	1:21:31	1:21:31	2:08/100m	131	894	1125	180 km	5:36:22	7:06:06	32.11 km/h	55	361	401	42.195 km	4:44:38	11:56:36	6:44/km	83	552	634	8:13	5:52
1372	M30-34	Houston TX	USA	Engineer	3.8 km	1:10:17	1:10:17	1:50/100m	42	288	362	180 km	5:11:33	6:27:13	34.67 km/h	15	80	88	42.195 km	3:34:19	10:03:38	5:04/km	15	68	72	5:23	2:06
1373	M30-34	Rochester NY	USA	Engineer	3.8 km	1:05:59	1:05:59	1:44/100m	21	151	193	180 km	6:29:52	7:42:02	27.70 km/h	111	794	898	42.195 km	5:33:23	13:20:21	7:54/km	156	1069	1277	6:11	4:56
																											
1375	M30-34	Windsor ON	CAN	Other	3.8 km	1:20:38	1:20:38	2:07/100m	124	844	1063	180 km	6:15:56	7:44:07	28.73 km/h	116	813	920	42.195 km	4:37:08	12:25:16	6:34/km	111	736	845	7:33	4:01
1376	M30-34	Vaughan ON	CAN	Clerical	3.8 km	1:25:01	1:25:01	2:14/100m	152	1065	1346	180 km	6:56:50	8:34:45	25.91 km/h	178	1320	1608	42.195 km	5:33:17	14:19:36	7:53/km	183	1341	1689	12:54	11:34
1377	M30-34	Chicago IL	USA	Management	3.8 km	1:40:14	1:40:14	2:38/100m	203	1546	2056	180 km	7:06:17	8:58:36	25.34 km/h	196	1471	1861	42.195 km	6:14:17	15:26:03	8:52/km	197	1528	2021	12:05	13:10
1378	M30-34	Toronto ON	CAN	Financial Analyst	3.8 km	1:12:01	1:12:01	1:53/100m	53	380	468	180 km	6:34:50	7:56:50	27.35 km/h	143	986	1131	42.195 km	4:49:24	12:56:38	6:51/km	134	925	1088	9:59	10:24
1379	M30-34	Arlington VA	USA	Banker	3.8 km	1:40:20	1:40:20	2:38/100m	204	1550	2062	180 km	6:55:57	8:48:34	25.96 km/h	187	1410	1754	42.195 km	5:33:11	14:30:03	7:53/km	185	1369	1743	12:17	8:18
1380	M30-34	Niagara Falls ON	CAN	Business Owner	3.8 km	1:14:00	1:14:00	1:56/100m	61	454	564	180 km	5:29:45	6:48:55	32.75 km/h	35	209	228	42.195 km	3:30:12	10:21:22	4:58/km	20	101	110	5:10	2:15
1381	M30-34	Baton Rouge LA	USA	Photographer	3.8 km	1:20:24	1:20:24	2:06/100m	120	833	1048	180 km	7:09:46	8:43:17	25.13 km/h	183	1378	1703	42.195 km	4:49:36	13:51:07	6:51/km	173	1235	1521	13:07	18:14
1382	M30-34	Miami FL	VEN	Other	3.8 km	1:18:26	1:18:26	2:03/100m	103	706	874	180 km	6:14:22	7:41:03	28.85 km/h	109	781	883	42.195 km	5:14:14	12:59:30	7:26/km	136	938	1110	8:15	4:13
1383	M30-34	Liverpool NY	USA	Salesperson	3.8 km	1:17:42	1:17:42	2:02/100m	93	657	818	180 km	6:01:28	7:25:25	29.88 km/h	85	613	691	42.195 km	5:25:53	12:54:50	7:43/km	133	917	1075	6:15	3:32
1384	M30-34	Ottawa ON	CAN	Business Owner	3.8 km	1:24:53	1:24:53	2:14/100m	151	1058	1336	180 km	6:29:27	8:03:42	27.73 km/h	148	1056	1220	42.195 km	5:24:03	13:33:14	7:40/km	163	1152	1394	9:22	5:29
																											
1386	M30-34	Lambertville NJ	FRA	Business Executive	3.8 km	1:50:51	1:50:51	2:55/100m	216	1690	2274	180 km	6:04:53	8:11:54	29.60 km/h	155	1130	1325	42.195 km	4:47:59	13:12:05	6:49/km	149	1024	1222	16:10	12:12
1387	M30-34	Laval QC	CAN	Engineer	3.8 km	1:25:34	1:25:34	2:15/100m	154	1095	1388	180 km	6:56:26	8:32:31	25.93 km/h	174	1294	1572	42.195 km	5:21:22	14:00:18	7:36/km	175	1263	1569	10:31	6:25
1388	M30-34	Sylvania OH	USA	Other	3.8 km	1:45:35	1:45:35	2:46/100m	213	1636	2190	180 km	7:05:00	8:58:19	25.41 km/h	195	1470	1856	42.195 km	4:51:55	13:55:24	6:55/km	174	1250	1544	7:44	5:10
1389	M30-34	Nyc NY	IRL	Other	3.8 km	1:11:27	1:11:27	1:52/100m	50	346	430	180 km	5:01:18	6:17:47	35.84 km/h	11	47	50	42.195 km	3:34:48	9:55:09	5:05/km	11	51	54	5:02	2:34
